"MW","Nebula","PN",269.64, 66.32,269.6354789,66.323736,-92.3069712216,35.7643226565,45.2660795877,72.7671933846,"Chandra Reveals The X-Ray Glint In The Cat's Eye","NGC 6543",2001-01-08,"http://chandra.harvard.edu/photo/2001/1220/","A 'planetary nebula,' also known as the Cat's Eye.","http://chandra.harvard.edu/photo/2001/1220/1220_xray_opt_side_250.jpg"
"MW","Nebula","SNR",272.87,-19.42,272.8710233,-19.4229804,-12.4152580687,-0.38545134414,90.1702654074,-23.0673079347,"Chandra Associates Pulsar and Historic Supernova","G11.2-0.3",2001-01-10,"http://chandra.harvard.edu/photo/2001/1227/","A supernova remnant with a central pulsar, located in the constellation of Sagittarius.","http://chandra.harvard.edu/photo/2001/1227/1227_xray_420.jpg"
"MW","Nebula","ISM",281.01, -4.07,281.007708,-4.070315,-31.5361413079,-0.235985948351,85.8417141622,-4.8020882893,"Astronomers Go Behind The Milky Way To Solve X-Ray Mystery","Galactic Plane",2001-08-09,"http://chandra.harvard.edu/photo/2001/1238/","A portion of the plane of the Milky Way Galaxy in the constellation Scutum.","http://chandra.harvard.edu/photo/2001/1238/1238_xray_420.jpg"
"MW","Nebula","PN",316.76, 42.24,316.757055,42.2359696,-92.0537829461,-4.16549227996,37.792979872,46.5595058665,"X-ray View of a Young Planetary Nebula","NGC 7027",2001-06-13,"http://chandra.harvard.edu/photo/2001/1252/","This image of NGC 7027 represents the first detection of X-rays from this young planetary nebula.","http://chandra.harvard.edu/photo/2001/1252/1252_xray_420.jpg"
"MW","Nebula","SF", 98.28,  4.68,98.2767925,4.6756584,157.79428405,-2.73425903869,-105.560600543,5.70779034251,"Scientists Find X Rays from Stellar Winds That May Play Significant Role in Galactic Evolution","Rosette Nebula",2001-09-06,"http://chandra.harvard.edu/photo/2001/2237/","This series of Chandra images shows a mosaic of the Rosette Nebula region.","http://chandra.harvard.edu/photo/2001/2237/2237_xray_420.jpg"
"EU","Galaxy","SF",211.68, 34.19,211.6832282,34.1903186,-24.6890639288,76.3900884631,129.373161793,45.6799018932,"Chandra Finds Most Distant X-ray Galaxy Cluster","3C294",2001-02-15,"http://chandra.harvard.edu/photo/2001/3c294/","A cluster of galaxies some 10 billion light years from Earth.","http://chandra.harvard.edu/photo/2001/3c294/3c294_xray_420.jpg"
"MW","Star","SF",266.46,-28.82,266.4596269,-28.8213141,-0.13658181684,0.0210872975828,90.83747813,-34.2996801466,"Star Factory Near Galactic Center Bathed In High-Energy X-Rays","Arches Cluster",2001-06-06,"http://chandra.harvard.edu/photo/2001/arches/","This composite image shows an envelope of 60-million-degree gas around a young cluster of stars, known as the Arches cluster.","http://chandra.harvard.edu/photo/2001/arches/arches_xray_ir_radio_420.jpg"
"LU","Cosmology","SF",189.20, 62.22,189.1985741,62.2173927,-82.2016364745,65.486829544,82.1106614412,78.1774332695,"Chandra Deep Field-North","Chandra Deep Field-North",2001-03-13,"http://chandra.harvard.edu/photo/2001/cdfn/","Chandra's extremely deep image provides a crucial view of one of the most intensively studied patches of the night sky","http://chandra.harvard.edu/photo/2001/cdfn/hdfn_xray_ids_420.jpg"
"LU","Cosmology","SF", 53.11,-27.82,53.1139229,-27.8172681,88.1444204071,-66.3987476429,-53.1827332587,-31.381523702,"Deepest X-Rays Ever Reveal universe Teeming With Black Holes","Chandra Deep Field South",2001-03-13,"http://chandra.harvard.edu/photo/2001/cdfs/","This Chandra image shows that gigantic black holes were much more active in the past than the present.","http://chandra.harvard.edu/photo/2001/cdfs/cdfs_xray_420.jpg"
"EU","Galaxy","SF",328.40, 17.69,328.4012472,17.6924212,-73.3049302546,-32.1470746778,33.7249038737,19.7562778753,"Astronomers Take the Measure of Dark Matter in universe","Abell 2390",2001-09-06,"http://chandra.harvard.edu/photo/2001/clusters/","X-ray/Optical sets of images of two galaxy clusters located 2.5 and 3.1 billion light years from Earth respectively.","http://chandra.harvard.edu/photo/2001/clusters/cluster_montage_420.jpg"
